餐厅名,种类,地址,评分,人均,链接
味之林（沿河路店）,聚餐宴请,香洲区沿河东路215号（为农市场巴士站旁）,4.1,56,https://www.meituan.com/meishi/1237478/
金成记猪肚鸡（888美食街店）,聚餐宴请,香洲区银桦路888街92号,3.5,88,https://www.meituan.com/meishi/40998673/
大宅门食府,聚餐宴请,香洲区前山上冲梅溪村梅溪牌坊侧,3.3,15,https://www.meituan.com/meishi/1236155/
森哥美食海鲜火锅（侨光路店）,聚餐宴请,香洲区侨光西路245号,3.9,16,https://www.meituan.com/meishi/41523358/
中邦艺术酒店中餐厅·沪粤轩,聚餐宴请,香洲区情侣中路33号中邦艺术酒店一楼（近吉大海滨泳场）,4.7,95,https://www.meituan.com/meishi/1237832/
湛府羊火锅,聚餐宴请,香洲区心华路132号,4.1,56,https://www.meituan.com/meishi/63410228/
大鱼湾农庄,聚餐宴请,香洲区屏北二路1号,4.1,61,https://www.meituan.com/meishi/6770387/
四季佳景酒家,聚餐宴请,香洲区珠海大道8号华发商都C馆4-5层C4001-C5001号铺,3.5,31,https://www.meituan.com/meishi/4095939/
乡村小园,聚餐宴请,斗门区珠峰大道东风广场旁（原添成庄园）,3.7,59,https://www.meituan.com/meishi/5878905/
毛家湾湘菜馆（斗门店）,聚餐宴请,斗门区江湾二路8、10号（上岛咖啡）,5,72,https://www.meituan.com/meishi/2215419/
常胜鲍鱼（吉大店）,聚餐宴请,香洲区石花东路海湾花园30栋105-109号,4.3,61,https://www.meituan.com/meishi/1235951/
金品记猪肚鸡酒楼（拱北总店）,聚餐宴请,香洲区粤海中路2300号丽枫酒店一楼（原四海酒店）,3.8,58,https://www.meituan.com/meishi/1239914/
鲜一派,聚餐宴请,金湾区红旗镇虹晖一路230号,4.6,44,https://www.meituan.com/meishi/40239329/
叠泉山庄,聚餐宴请,香洲区南湾北路人民法院执行局西约200米路南,4.3,75,https://www.meituan.com/meishi/2516140/
海之湾海鲜美食,聚餐宴请,香洲区情侣中路63号（珠海渔女停车场内）,3.5,54,https://www.meituan.com/meishi/6493114/
咱家饺子馆,聚餐宴请,香洲区九洲大道西2108号兰埔花园259号,4.4,56,https://www.meituan.com/meishi/6831327/
嘎嘎香东北菜,聚餐宴请,香洲区怡华街72号（近体育中心西门，富康花园美食街）,4,15,https://www.meituan.com/meishi/2214064/
豆花饭店,聚餐宴请,斗门区新堂路14号（合意商业楼B1栋18号，合意酒店旁）,3.9,88,https://www.meituan.com/meishi/40818224/
红树轩餐饮,聚餐宴请,香洲区前河西路333号中信红树湾9栋1楼,3.8,95,https://www.meituan.com/meishi/42360470/
湘王,聚餐宴请,香洲区水湾路159-161号,4.2,16,https://www.meituan.com/meishi/42782652/
欧麦蛋糕（前山店）,聚餐宴请,香洲区明珠南路金福广场2117号铺（明珠中巴士站旁）,4.2,56,https://www.meituan.com/meishi/5929552/
皇鸽餐厅,聚餐宴请,香洲区明珠南路1125号（明珠商业广场前300米）,4.5,61,https://www.meituan.com/meishi/71564124/
五谷香湘菜馆（南水店）,聚餐宴请,金湾区南水镇4号楼1楼,3.8,31,https://www.meituan.com/meishi/1238540/
老北京风味,聚餐宴请,香洲区九州大道1312号（云海酒店对面）,3.9,59,https://www.meituan.com/meishi/1235986/
九十音乐酒馆（香洲店）,聚餐宴请,香洲区先烈路先烈巷1号2栋1号（翡翠宫酒店旁）,4.1,72,https://www.meituan.com/meishi/5018055/
聚佳餐厅（拱北店）,聚餐宴请,香洲区拱北粤华路新市花园侧（大家乐背后）,4.3,58,https://www.meituan.com/meishi/2214382/
湘攸大碗菜（吉大店）,聚餐宴请,香洲区吉大洲仔食街情侣南路356号,4.2,61,https://www.meituan.com/meishi/1236001/
翠微茶楼饭店,聚餐宴请,香洲区明珠南路3062号（月主题酒店后面）,3.3,44,https://www.meituan.com/meishi/4543204/
高登海鲜城,聚餐宴请,金湾区平沙升平大道东22号一楼,4.1,75,https://www.meituan.com/meishi/1238580/
仙庙烧鸡（南屏店）,聚餐宴请,"香洲区南屏镇屏东六路76号（蓝山酒店一楼,南屏派出所斜对面）",4.1,54,https://www.meituan.com/meishi/64155203/
万州烤鱼（昌平路店）,聚餐宴请,香洲区夏湾昌平路61号（华苑花园大门旁边）,4.4,56,https://www.meituan.com/meishi/6271796/
四川简阳原汤羊肉火锅,聚餐宴请,香洲区翠珠三街1号（翠微电脑城后）,4.5,15,https://www.meituan.com/meishi/4921222/
手指公海鲜美食,聚餐宴请,香洲区情侣中路53号,3.7,88,https://www.meituan.com/meishi/1237617/
果度大排档（横琴长隆店）,聚餐宴请,横琴新区宝兴路45-47号（长隆附近有车接）,3.6,95,https://www.meituan.com/meishi/40994489/
杨记海鲜酒楼（海鲜街店）,聚餐宴请,香洲区湾仔海鲜街15号（近湾仔体育休闲公园）,3,16,https://www.meituan.com/meishi/1238058/
大自然农庄,聚餐宴请,斗门区黄杨大道与工业大道西行100米（近井岸二桥，高速底下）,3.8,56,https://www.meituan.com/meishi/6634718/
龙宝轩海鲜火锅酒家,聚餐宴请,香洲区迎宾北路南村豪苑东门底商,3.9,61,https://www.meituan.com/meishi/1240564/
牛一锅·牛肉火锅,聚餐宴请,香洲区吉大九洲大道东绿茵豪庭楼下老树咖啡旁,4,31,https://www.meituan.com/meishi/6989979/
俊兴大排档（长隆店）,聚餐宴请,横琴新区横琴镇宝兴路43号,3.4,59,https://www.meituan.com/meishi/52006002/
海南羊庄私房菜（上冲店）,聚餐宴请,香洲区上冲村新西街38号4栋1层2号（近上冲工业区）,5,72,https://www.meituan.com/meishi/41842378/
顺德醉鹅广西牛杂煲,聚餐宴请,斗门区工业大道25号（新廖记食店正对面，新鸿酒店斜对面）,4.1,61,https://www.meituan.com/meishi/2215554/
红叶美食广场,聚餐宴请,金湾区榕月路158号（三阳商业广场处）,4.2,58,https://www.meituan.com/meishi/64726697/
李世霸王牛肉火锅主题餐厅（珠海店）,聚餐宴请,香洲区金鸡路左右创意园内,4,44,https://www.meituan.com/meishi/65361425/
龙坛山庄,聚餐宴请,斗门区龙西村港霞西路龙坛水淋泵2号（即实验中学旁龙坛村口）,4.7,54,https://www.meituan.com/meishi/2536087/
赣香猪肚鸡火锅,聚餐宴请,金湾区金岛路205号（金海岸中学对面）,4,75,https://www.meituan.com/meishi/2215475/
SKY BAR天空吧,聚餐宴请,香洲区南屏BOX文化创意区俪栈酒店五楼,3.7,56,https://www.meituan.com/meishi/188874617/
老地方生蚝海鲜小炒,聚餐宴请,香洲区拱北莲花路161号右侧B商铺,3.5,15,https://www.meituan.com/meishi/192526377/
阿贵大饭店,聚餐宴请,斗门区斗门区黄杨大道排山路口（金台立交下高速往西方向）,4,88,https://www.meituan.com/meishi/193985840/
贰麻酒馆珠海斗酒场,聚餐宴请,香洲区拱北水湾路酒吧街222号,5,95,https://www.meituan.com/meishi/610539880/
俊兴蚝港海鲜酒楼,聚餐宴请,横琴新区横琴新区红旗村宝兴路101号立体停车场对面,4,16,https://www.meituan.com/meishi/2215101/
东升脆肉鲩专卖店（斗门店）,聚餐宴请,斗门区湖心路商业街70号（鳄鱼岛对面）,5,56,https://www.meituan.com/meishi/72090206/
火宫殿（拱北店）,聚餐宴请,香洲区粤海东路粤海酒店二楼（莲花路粤海大酒店）,5,61,https://www.meituan.com/meishi/73390734/
新顺昌休闲餐厅,聚餐宴请,斗门区斗门大道北280号（财政所对面）,3.5,31,https://www.meituan.com/meishi/90006003/
惹味烧烤场,聚餐宴请,香洲区唐家湾镇金鼎那洲农贸市场西50米（古元文化广场内）,3,59,https://www.meituan.com/meishi/90589324/
明珠濠苑海鲜酒楼,聚餐宴请,香洲区梅华东路190号华南名宇1-7号商铺,5,72,https://www.meituan.com/meishi/107529147/
潮汕海鲜大排档,聚餐宴请,香洲区南屏泰南街34号一楼1号铺,3,58,https://www.meituan.com/meishi/159082924/
百磨坊（斗门店）,聚餐宴请,斗门区中兴南路396号（华润银行隔壁）,4.9,61,https://www.meituan.com/meishi/155797969/
金利元,聚餐宴请,香洲区环屏路14-16号（珠海南屏BOX玩文化创意园3栋2楼）,0,44,https://www.meituan.com/meishi/160699844/
悦来海鲜餐厅,聚餐宴请,金湾区映月路,0,54,https://www.meituan.com/meishi/169464448/
大厨海鲜城,聚餐宴请,金湾区南涌路赋晖华庭63号（九龙酒店斜对面）,4.2,75,https://www.meituan.com/meishi/177545949/
横琴神箭山莊,聚餐宴请,横琴新区横琴新区深井村5号,5,56,https://www.meituan.com/meishi/177943054/
中桥餐馆,聚餐宴请,香洲区香洲区广昌双城汇104D区,3.5,88,https://www.meituan.com/meishi/182422282/
仁恒洲际酒店彩丰楼中餐厅,聚餐宴请,香洲区情侣南路珠海仁恒洲际酒店4楼,5,15,https://www.meituan.com/meishi/184987346/
清远鸡煲猪肚鸡纸上烤鱼火焰醉鹅（井岸店）,聚餐宴请,斗门区斗门区江湾中路308号,3.8,16,https://www.meituan.com/meishi/185589120/
鑫淼猪肚鸡（斗门大道店）,聚餐宴请,斗门区斗门区斗门大道龙山酒店旁,4.1,95,https://www.meituan.com/meishi/187859627/
雲味轩,聚餐宴请,香洲区屏北二路攀云购物公园一楼103号（汉庭酒店正后方）,3.7,56,https://www.meituan.com/meishi/190928221/
有福气猪肚鸡（金鼎店）,聚餐宴请,香洲区金鼎镇宁堂村6号,4.4,61,https://www.meituan.com/meishi/99081790/
福鑫猪肚鸡,聚餐宴请,斗门区斗门区272省道中兴中路2号,4.3,31,https://www.meituan.com/meishi/191296486/
横琴秀姐农庄,聚餐宴请,香洲区环岛东路,3.8,59,https://www.meituan.com/meishi/194446387/
九十音乐中餐厅,聚餐宴请,香洲区凤凰南路1180号（扬名广场旁边）,5,72,https://www.meituan.com/meishi/157335098/
玉兴潮味海鲜酒楼,聚餐宴请,香洲区前山东门街176号,5,58,https://www.meituan.com/meishi/195219289/
真不同东北菜春饼水饺（明珠店）,聚餐宴请,香洲区前信街136号（京华奥园B区，前山邮局后面）,3.5,61,https://www.meituan.com/meishi/825478985/
添顺饭店,聚餐宴请,横琴新区横琴长隆海河街34号（长隆有车接）,4.1,44,https://www.meituan.com/meishi/61849877/
三福潮州砂锅粥,聚餐宴请,香洲区夏湾华平路10-4号商铺,4.7,75,https://www.meituan.com/meishi/118995928/
爱尚牛鼎记·潮汕牛肉火锅（横琴中央汇店）,聚餐宴请,香洲区香江路10号横琴中央汇商业街一楼,4.8,54,https://www.meituan.com/meishi/114032392/
悦鸿轩酒楼,聚餐宴请,香洲区前山界涌工北街33号,3.7,56,https://www.meituan.com/meishi/116466814/
和轩（南水店）,聚餐宴请,金湾区南水镇同心路南水餐饮商业街,5,15,https://www.meituan.com/meishi/152320899/
何记风味菜馆,聚餐宴请,香洲区怡华街10号A商铺（许生粥坊旁）,5,88,https://www.meituan.com/meishi/99309579/
共乐烧鸡,聚餐宴请,香洲区山房路120号（唐家共乐园正门往前150米左侧）,4.6,16,https://www.meituan.com/meishi/158853951/
文兴酒家（富华里店）,聚餐宴请,香洲区九洲大道西2033号中海富华里3栋3-01,3.3,95,https://www.meituan.com/meishi/162133002/
海呀咪海鲜大咖主题餐厅,聚餐宴请,香洲区环屏路16号BOX创意区2栋2楼,4,56,https://www.meituan.com/meishi/162870215/
龙记牧牛轩,聚餐宴请,香洲区景乐路16号（龙发海鲜城后侧）,0,61,https://www.meituan.com/meishi/164993796/
顺德火焰醉鹅坊,聚餐宴请,香洲区洲山路4号中侨兴商业大厦一楼（天鹅酒店直入200米右手边）,4.7,31,https://www.meituan.com/meishi/81427253/
英姐海鲜大排档,聚餐宴请,金湾区白藤头水产批发市场,3.5,59,https://www.meituan.com/meishi/166024618/
大隐翎翅酒家（拱北店）,聚餐宴请,香洲区情侣南路275号（情侣南路与联安路交汇处）,5,72,https://www.meituan.com/meishi/167103303/
口口香海鲜砂锅粥,聚餐宴请,金湾区红旗镇广安路金银花园C座底层9-13轴商铺之11号,4.8,61,https://www.meituan.com/meishi/179760409/
鼎轩饭店,聚餐宴请,香洲区鸿新街10号（金鼎派出所旁）,3.5,58,https://www.meituan.com/meishi/179985238/
大自然醉鹅（吉大旗舰店）,聚餐宴请,香洲区景乐路第二工业大厦一楼,5,44,https://www.meituan.com/meishi/109349639/
全汁好味驴庄,聚餐宴请,香洲区情侣南路358号,4.2,75,https://www.meituan.com/meishi/182383373/
蚝鸽鲜餐厅,聚餐宴请,金湾区平沙镇西海岸花园商业街95号商铺,3,54,https://www.meituan.com/meishi/182458658/
珠海瑞吉酒店·宴庭中餐厅,聚餐宴请,香洲区银湾路1663号（珠海瑞吉酒店42层）,5,56,https://www.meituan.com/meishi/182549738/
湛吴大排档（横琴长隆店）,聚餐宴请,横琴新区宝兴路45号（长隆附近有车接）,3,88,https://www.meituan.com/meishi/184003617/
阿古拉蒙古大营（保税区店）,聚餐宴请,香洲区香工路金地门道南门斜对面,3.5,15,https://www.meituan.com/meishi/186888566/
味噵蛋糕坊（北山店）,聚餐宴请,香洲区南屏北山南街76-103号,4.1,16,https://www.meituan.com/meishi/97481530/
荃心荃意港式啫啫煲,聚餐宴请,香洲区夏湾昌平路113号,3.7,95,https://www.meituan.com/meishi/192110285/
新楚记烧烤,聚餐宴请,香洲区粤华路419号,5,56,https://www.meituan.com/meishi/192623333/
东青·手抓海鲜（夏湾旗舰店）,聚餐宴请,香洲区粤华路309号4栋一层103室,4.5,61,https://www.meituan.com/meishi/193443590/
尚鑫台湾胡椒虾,聚餐宴请,香洲区昌平路251号,3.5,31,https://www.meituan.com/meishi/1014342881/
zen bar音乐餐吧,聚餐宴请,香洲区广东省珠海市香洲区拱北街道珠海市粤海中路2356号（苹果园）,0,59,https://www.meituan.com/meishi/1327019570/
大岗仙庙烧鸡（夏湾店）,聚餐宴请,香洲区夏湾昌平路春泽名园332号,5,72,https://www.meituan.com/meishi/113243269/
潮汕御品牛香牛肉火锅,聚餐宴请,香洲区唐家湾镇乐园东路20-24号店铺,5,61,https://www.meituan.com/meishi/157342601/
斗门特式美食食神汇,聚餐宴请,斗门区井岸镇桥北三路108号宿舍一楼8号,4.5,58,https://www.meituan.com/meishi/110949729/
同仁四季音乐主题餐厅（珠海拱北店）,聚餐宴请,香洲区桂花南路122号城市客栈酒店一楼,4.4,44,https://www.meituan.com/meishi/160118514/
实在餐厅,聚餐宴请,香洲区银桦路638号(新加坡花园一期),4.1,54,https://www.meituan.com/meishi/103363689/
斗门人家酒楼,聚餐宴请,斗门区井岸镇休闲广场南街45号,3.7,75,https://www.meituan.com/meishi/150369388/
牛庄●潮味鲜牛肉店（银桦店）,聚餐宴请,香洲区银桦路237号（农信大厦巴士站后）,5,56,https://www.meituan.com/meishi/97446435/
聚满楼餐厅,聚餐宴请,金湾区白藤二路湖星水岸113号（藤湖大酒店附近）,4.2,88,https://www.meituan.com/meishi/71952660/
胜发大排档,聚餐宴请,金湾区藤湖街35号,5,15,https://www.meituan.com/meishi/98412224/
展记羊庄•小龙虾,聚餐宴请,金湾区广安路金银D栋,4.6,95,https://www.meituan.com/meishi/76453808/
重庆石锅鱼烤活鱼,聚餐宴请,香洲区翠前北路翠峰街211号商铺,4.9,16,https://www.meituan.com/meishi/76134337/
蛇平饭店（横琴新区店）,聚餐宴请,香洲区横琴新区环岛路横琴创意谷20栋1-2楼,3.5,56,https://www.meituan.com/meishi/115031813/
濠江渔港（湾仔店）,聚餐宴请,香洲区湾仔海鲜街20-22号（休闲公园篮球场对面）,3.7,61,https://www.meituan.com/meishi/162163697/
三石轩神庙烧鸡,聚餐宴请,香洲区唐家湾山房路247号,4,31,https://www.meituan.com/meishi/160748294/
新雄辉海鲜酒楼（拱北店）,聚餐宴请,香洲区拱北港二路5号一楼102及二楼201铺位,4.1,59,https://www.meituan.com/meishi/91146349/
乡野庭院烧烤广场,聚餐宴请,香洲区上冲西街与康城西路交叉口南50米,3.5,72,https://www.meituan.com/meishi/159010016/
楚园湘【湘菜】,聚餐宴请,香洲区拱北侨岭街11-13-15号铺,4.6,61,https://www.meituan.com/meishi/160301613/
潮汕师傅仔美食（南屏店）,聚餐宴请,香洲区南屏文化一条街一楼A11号商铺,3.9,58,https://www.meituan.com/meishi/161108944/
达芬奇厨房（扬名广场店）,聚餐宴请,香洲区凤凰南路1088号扬名广场二期5楼（岛之旅酒店直走进去）,4.7,44,https://www.meituan.com/meishi/119524919/
御霞苑泥烩鸡休闲农庄,聚餐宴请,斗门区斗门镇接霞庄28号,3.4,54,https://www.meituan.com/meishi/92296635/
成和轩酒家（南屏店）,聚餐宴请,香洲区南屏镇环屏路38号南景苑36号铺,3.5,75,https://www.meituan.com/meishi/104632263/
蒙古阿妈（湾仔店）,聚餐宴请,香洲区湾仔南湾南路银华商务酒店一楼,5,56,https://www.meituan.com/meishi/96932726/
汉得瀛石锅鱼,聚餐宴请,香洲区前山路37号翰林苑3栋27号铺,3.5,88,https://www.meituan.com/meishi/110093928/
三板水乡农庄,聚餐宴请,金湾区红旗镇三板路三板村工业区南,3.5,15,https://www.meituan.com/meishi/158892761/
